ts,reaction_time,time_to_me,success
2019-06-03 09:02:23.663980677+02:00,589,4479,True
2019-06-03 09:02:23.839257193+02:00,562,4485,True
2019-06-03 09:02:24.063159707+02:00,554,5083,False
2019-06-03 09:02:24.098003111+02:00,592,4422,True
2019-06-03 09:02:24.217012584+02:00,609,4767,True
2019-06-03 09:02:24.354362186+02:00,577,4548,False
2019-06-03 09:02:24.407438285+02:00,565,4543,False
2019-06-03 09:02:24.552916915+02:00,644,4572,False
2019-06-03 09:02:24.555064295+02:00,576,4527,False
2019-06-03 09:02:24.577425763+02:00,588,4368,True
2019-06-03 09:02:24.824586981+02:00,576,4425,True
2019-06-03 09:02:24.944581085+02:00,587,4425,True
2019-06-03 09:02:25.128963837+02:00,640,4307,True
2019-06-03 09:02:25.144870286+02:00,574,4450,True
2019-06-03 09:02:25.146366931+02:00,570,4418,True
2019-06-03 09:02:25.172549281+02:00,631,4407,True
2019-06-03 09:02:25.230537565+02:00,584,4590,True
2019-06-03 09:02:25.240400427+02:00,580,4459,True
2019-06-03 09:02:25.276711788+02:00,598,4487,True
2019-06-03 09:02:25.468092937+02:00,640,4327,True
2019-06-03 09:02:25.708930144+02:00,637,4447,True
2019-06-03 09:02:25.711967717+02:00,629,5083,False
2019-06-03 09:02:25.718641415+02:00,610,4343,True
2019-06-03 09:02:25.790537852+02:00,624,4600,False
2019-06-03 09:02:25.803188630+02:00,590,4351,True
2019-06-03 09:02:25.862730229+02:00,596,4459,True
2019-06-03 09:02:25.901454600+02:00,621,4524,False
2019-06-03 09:02:25.935513478+02:00,620,4679,False
2019-06-03 09:02:26.097948706+02:00,599,4377,True
2019-06-03 09:02:26.474275416+02:00,584,4433,True
2019-06-03 09:02:26.485527248+02:00,640,4489,True
2019-06-03 09:02:26.492197410+02:00,552,4517,True
2019-06-03 09:02:26.639499011+02:00,631,4939,False
2019-06-03 09:02:26.713189633+02:00,605,4842,True
2019-06-03 09:02:26.735098812+02:00,556,4520,True
2019-06-03 09:02:26.810962242+02:00,585,4304,True
2019-06-03 09:02:26.907044246+02:00,618,4712,False
2019-06-03 09:02:26.935788280+02:00,612,4453,True
2019-06-03 09:02:26.994371122+02:00,566,4397,True
2019-06-03 09:02:27.023630675+02:00,599,4496,True
2019-06-03 09:02:27.064357637+02:00,619,4420,True
2019-06-03 09:02:27.093047045+02:00,587,4451,True
2019-06-03 09:02:27.314514921+02:00,616,5050,False
2019-06-03 09:02:27.370415268+02:00,611,4301,True
2019-06-03 09:02:27.441821558+02:00,575,4363,True
2019-06-03 09:02:27.457806522+02:00,636,4483,True
2019-06-03 09:02:27.593121556+02:00,605,4707,True
2019-06-03 09:02:27.601746455+02:00,621,4417,True
2019-06-03 09:02:27.601884260+02:00,601,4342,True
2019-06-03 09:02:27.614899089+02:00,638,4354,True
2019-06-03 09:02:27.677563835+02:00,603,4366,True
2019-06-03 09:02:27.690465613+02:00,557,4543,True
2019-06-03 09:02:27.847040425+02:00,611,4515,True
2019-06-03 09:02:27.915837803+02:00,581,5666,False
2019-06-03 09:02:27.920413296+02:00,614,4893,False
2019-06-03 09:02:27.952917691+02:00,604,4394,True
2019-06-03 09:02:28.011969272+02:00,602,4399,True
2019-06-03 09:02:28.077373175+02:00,576,4483,True
2019-06-03 09:02:28.101111619+02:00,618,4585,True
2019-06-03 09:02:28.292475416+02:00,575,5523,False
2019-06-03 09:02:28.340801970+02:00,607,4329,True
2019-06-03 09:02:28.402370355+02:00,634,4479,True
2019-06-03 09:02:28.637238171+02:00,596,4484,True
2019-06-03 09:02:28.711835244+02:00,596,4541,False
2019-06-03 09:02:28.845237815+02:00,626,4720,False
2019-06-03 09:02:28.869254697+02:00,619,5212,True
2019-06-03 09:02:29.031597736+02:00,582,4381,True
2019-06-03 09:02:29.189815916+02:00,604,4498,False
2019-06-03 09:02:29.319469788+02:00,566,4491,True
2019-06-03 09:02:29.338557280+02:00,565,4441,True
2019-06-03 09:02:29.428902597+02:00,564,4820,True
2019-06-03 09:02:29.438609007+02:00,566,4372,True
2019-06-03 09:02:29.505026177+02:00,630,4507,False
2019-06-03 09:02:29.634654221+02:00,581,4361,True
2019-06-03 09:02:29.811890055+02:00,579,4434,True
2019-06-03 09:02:29.960738940+02:00,597,4416,True
2019-06-03 09:02:30.050436268+02:00,617,4532,False
2019-06-03 09:02:30.382330684+02:00,576,4490,True
2019-06-03 09:02:30.431531735+02:00,615,4514,False
2019-06-03 09:02:30.482760610+02:00,595,4614,False
2019-06-03 09:02:30.614290553+02:00,589,4479,True
2019-06-03 09:02:30.741192751+02:00,604,4507,False
2019-06-03 09:02:30.821852498+02:00,593,4511,True
2019-06-03 09:02:30.858286752+02:00,587,4381,True
2019-06-03 09:02:30.865943483+02:00,602,4481,True
2019-06-03 09:02:30.915244948+02:00,585,4356,True
2019-06-03 09:02:30.924387082+02:00,583,4443,True
2019-06-03 09:02:31.027112986+02:00,572,4459,True
2019-06-03 09:02:31.253913493+02:00,599,4488,True
2019-06-03 09:02:31.321832211+02:00,555,4327,True
2019-06-03 09:02:31.347807677+02:00,584,4522,True
2019-06-03 09:02:31.783969734+02:00,605,4455,True
2019-06-03 09:02:32.014124510+02:00,636,4533,False
2019-06-03 09:02:32.154647714+02:00,594,4456,True
2019-06-03 09:02:32.177273997+02:00,601,4333,True
2019-06-03 09:02:32.290046802+02:00,580,4359,True
2019-06-03 09:02:32.497146888+02:00,604,6564,True
2019-06-03 09:02:32.615468480+02:00,584,4402,True
2019-06-03 09:02:33.451289551+02:00,575,4401,True
2019-06-03 09:02:33.574129096+02:00,615,4524,False
2019-06-03 09:02:33.600820280+02:00,640,4384,True
2019-06-03 09:02:33.918432836+02:00,623,4457,True
2019-06-03 09:02:34.012615762+02:00,615,4680,False
2019-06-03 09:02:34.088844452+02:00,570,4464,True
2019-06-03 09:02:34.204879726+02:00,599,4502,False
2019-06-03 09:02:34.227222255+02:00,597,4465,True
2019-06-03 09:02:34.310212944+02:00,606,4557,False
2019-06-03 09:02:34.329862471+02:00,576,4489,True
2019-06-03 09:02:34.345484485+02:00,646,4343,True
2019-06-03 09:02:34.434793774+02:00,619,4371,True
2019-06-03 09:02:34.450933947+02:00,614,4375,True
2019-06-03 09:02:34.552698748+02:00,605,4380,True
2019-06-03 09:02:34.690222835+02:00,593,4360,True
2019-06-03 09:02:34.694277850+02:00,575,4459,True
2019-06-03 09:02:34.724045657+02:00,593,4292,True
2019-06-03 09:02:34.748720509+02:00,590,4421,True
2019-06-03 09:02:34.760099288+02:00,617,4517,False
2019-06-03 09:02:34.768753183+02:00,612,4464,True
2019-06-03 09:02:34.846306911+02:00,609,5358,False
2019-06-03 09:02:34.889098736+02:00,601,4305,True
2019-06-03 09:02:34.973078907+02:00,626,4478,True
2019-06-03 09:02:35.038066496+02:00,616,4457,True
2019-06-03 09:02:35.128761033+02:00,564,4649,True
2019-06-03 09:02:35.137046056+02:00,570,4705,False
2019-06-03 09:02:35.260805618+02:00,597,4341,True
2019-06-03 09:02:35.352561205+02:00,616,4462,True
2019-06-03 09:02:35.381685086+02:00,603,4600,True
2019-06-03 09:02:35.399266333+02:00,579,4357,True
2019-06-03 09:02:35.418147888+02:00,623,4442,True
2019-06-03 09:02:35.532166599+02:00,628,4533,True
2019-06-03 09:02:35.543189820+02:00,577,4434,True
2019-06-03 09:02:35.798910592+02:00,600,4433,True
2019-06-03 09:02:35.886008847+02:00,613,4321,True
2019-06-03 09:02:35.947251491+02:00,568,5974,False
2019-06-03 09:02:36.094829327+02:00,611,4565,True
2019-06-03 09:02:36.446555802+02:00,601,4442,True
2019-06-03 09:02:36.479317247+02:00,606,4330,True
2019-06-03 09:02:36.540653034+02:00,602,4514,True
2019-06-03 09:02:36.557510048+02:00,595,4431,True
2019-06-03 09:02:36.937816445+02:00,598,4415,True
2019-06-03 09:02:37.054385724+02:00,633,4424,True
2019-06-03 09:02:37.092697249+02:00,575,4439,True
2019-06-03 09:02:37.113176790+02:00,590,4333,True
2019-06-03 09:02:37.128194949+02:00,551,4442,True
2019-06-03 09:02:37.227408792+02:00,591,4498,True
2019-06-03 09:02:37.288965536+02:00,644,5677,True
2019-06-03 09:02:37.333861010+02:00,609,4944,False
2019-06-03 09:02:37.361864443+02:00,597,4379,True
2019-06-03 09:02:37.380963044+02:00,579,4399,True
2019-06-03 09:02:37.434525482+02:00,581,4444,True
2019-06-03 09:02:37.446200896+02:00,574,4485,True
2019-06-03 09:02:37.455316869+02:00,605,4361,True
2019-06-03 09:02:37.769584441+02:00,593,4482,True
2019-06-03 09:02:37.800895940+02:00,637,4358,True
2019-06-03 09:02:37.821108637+02:00,587,4421,True
2019-06-03 09:02:37.862031532+02:00,629,4439,True
2019-06-03 09:02:37.877279479+02:00,604,4675,False
2019-06-03 09:02:37.894357478+02:00,594,4414,True
2019-06-03 09:02:37.983665178+02:00,586,4325,True
2019-06-03 09:02:38.065268403+02:00,606,4473,True
2019-06-03 09:02:38.190991692+02:00,597,4341,True
2019-06-03 09:02:38.236315564+02:00,583,4486,True
2019-06-03 09:02:38.417836340+02:00,620,4861,False
2019-06-03 09:02:38.531358307+02:00,574,5272,False
2019-06-03 09:02:38.654264668+02:00,570,4398,True
2019-06-03 09:02:38.834414662+02:00,588,4473,True
2019-06-03 09:02:38.839258622+02:00,594,4553,False
2019-06-03 09:02:38.953989177+02:00,598,4584,False
2019-06-03 09:02:38.994554132+02:00,622,4415,True
2019-06-03 09:02:39.194552316+02:00,643,4467,True
2019-06-03 09:02:39.236838394+02:00,625,4411,True
2019-06-03 09:02:39.420361766+02:00,581,5549,False
2019-06-03 09:02:39.739674725+02:00,583,4406,True
2019-06-03 09:02:39.747062201+02:00,572,4423,True
2019-06-03 09:02:39.993014628+02:00,596,4412,True
2019-06-03 09:02:40.108865865+02:00,614,4442,True
2019-06-03 09:02:40.612546500+02:00,589,4385,True
2019-06-03 09:02:40.784567684+02:00,574,4431,True
2019-06-03 09:02:40.841278458+02:00,583,4486,True
2019-06-03 09:02:40.891105591+02:00,566,4514,True
2019-06-03 09:02:41.049191023+02:00,598,4445,True
2019-06-03 09:02:41.108984155+02:00,589,4469,True
2019-06-03 09:02:41.294369083+02:00,570,4501,True
2019-06-03 09:02:41.358098300+02:00,610,4416,True
2019-06-03 09:02:41.380267483+02:00,624,4734,False
2019-06-03 09:02:41.521918438+02:00,561,4589,False
2019-06-03 09:02:41.695277913+02:00,632,4377,True
2019-06-03 09:02:41.797431467+02:00,601,4439,True
2019-06-03 09:02:41.970255499+02:00,576,4454,True
2019-06-03 09:02:42.325368341+02:00,576,4441,True
2019-06-03 09:02:42.475421765+02:00,598,4686,False
2019-06-03 09:02:42.633544237+02:00,579,4536,False
2019-06-03 09:02:42.712354662+02:00,623,4441,True
2019-06-03 09:02:42.790576161+02:00,573,4521,True
2019-06-03 09:02:42.947210652+02:00,577,4400,True
2019-06-03 09:02:43.228794436+02:00,616,4429,True
2019-06-03 09:02:43.360402322+02:00,638,4319,True
2019-06-03 09:02:43.375091332+02:00,649,4492,False
2019-06-03 09:02:43.439355197+02:00,610,4419,True
2019-06-03 09:02:43.545519272+02:00,636,4504,False
2019-06-03 09:02:43.613141054+02:00,630,5166,True
2019-06-03 09:02:43.637017007+02:00,598,4430,True
2019-06-03 09:02:43.800300224+02:00,572,4426,True
2019-06-03 09:02:43.891280115+02:00,588,4528,True
2019-06-03 09:02:43.933619941+02:00,600,4416,True
2019-06-03 09:02:44.005881041+02:00,571,4338,True
2019-06-03 09:02:44.202354574+02:00,606,4518,True
2019-06-03 09:02:44.216518543+02:00,587,4464,True
2019-06-03 09:02:44.399438060+02:00,574,4428,True
2019-06-03 09:02:44.417274051+02:00,635,4548,False
2019-06-03 09:02:44.445293245+02:00,586,4481,True
2019-06-03 09:02:44.491254948+02:00,590,4566,False
2019-06-03 09:02:44.586363729+02:00,560,4578,True
2019-06-03 09:02:44.631711823+02:00,582,4395,True
2019-06-03 09:02:44.651756924+02:00,588,4516,False
2019-06-03 09:02:44.754037748+02:00,630,4449,True
2019-06-03 09:02:44.864462596+02:00,578,4504,True
2019-06-03 09:02:44.889860485+02:00,583,4284,True
2019-06-03 09:02:44.917991292+02:00,596,4297,True
2019-06-03 09:02:44.932330403+02:00,630,4446,True
2019-06-03 09:02:44.956036304+02:00,633,4372,True
2019-06-03 09:02:45.073688675+02:00,587,5350,False
2019-06-03 09:02:45.120222938+02:00,602,4383,True
2019-06-03 09:02:45.164304715+02:00,626,4352,True
2019-06-03 09:02:45.167439758+02:00,606,4457,True
2019-06-03 09:02:45.287901194+02:00,602,4477,True
2019-06-03 09:02:45.351825195+02:00,579,4363,True
2019-06-03 09:02:45.443285322+02:00,567,4480,True
2019-06-03 09:02:45.662440373+02:00,622,4404,True
2019-06-03 09:02:45.732449791+02:00,613,4533,False
2019-06-03 09:02:45.812263654+02:00,605,4956,False
2019-06-03 09:02:45.841449900+02:00,609,4713,True
2019-06-03 09:02:45.960567379+02:00,635,4787,True
2019-06-03 09:02:45.963781104+02:00,601,4647,True
2019-06-03 09:02:46.217424418+02:00,629,4535,True
2019-06-03 09:02:46.553479063+02:00,621,4443,True
2019-06-03 09:02:46.830538619+02:00,597,4453,True
2019-06-03 09:02:46.860858876+02:00,612,4476,True
2019-06-03 09:02:46.935733654+02:00,633,4641,True
2019-06-03 09:02:46.939642336+02:00,610,5224,False
2019-06-03 09:02:46.965672602+02:00,616,5427,False
2019-06-03 09:02:47.005909437+02:00,602,4489,True
2019-06-03 09:02:47.029935410+02:00,605,4422,True
2019-06-03 09:02:47.084457374+02:00,607,4383,True
2019-06-03 09:02:47.152841649+02:00,590,4530,True
2019-06-03 09:02:47.200143599+02:00,580,4458,True
2019-06-03 09:02:47.269545701+02:00,596,4447,True
2019-06-03 09:02:47.714123076+02:00,581,4436,True
2019-06-03 09:02:47.971932756+02:00,570,4536,False
2019-06-03 09:02:47.994189479+02:00,629,4509,True
2019-06-03 09:02:48.112728305+02:00,613,4355,True
2019-06-03 09:02:48.229956445+02:00,560,4691,False
2019-06-03 09:02:48.308183957+02:00,603,4447,True
2019-06-03 09:02:48.339354857+02:00,619,4725,False
2019-06-03 09:02:48.406331240+02:00,641,4395,True
2019-06-03 09:02:48.480561674+02:00,617,4528,False
2019-06-03 09:02:48.693615262+02:00,626,4455,True
2019-06-03 09:02:48.913283286+02:00,592,4480,True
2019-06-03 09:02:48.945000245+02:00,557,4470,True
2019-06-03 09:02:49.104954490+02:00,635,4390,True
2019-06-03 09:02:49.113275453+02:00,576,4313,True
2019-06-03 09:02:49.154418880+02:00,611,4576,False
2019-06-03 09:02:49.450990606+02:00,605,4360,True
2019-06-03 09:02:49.608630361+02:00,574,4521,True
2019-06-03 09:02:49.844968397+02:00,594,4422,True
2019-06-03 09:02:49.862667420+02:00,633,4424,True
2019-06-03 09:02:49.891515212+02:00,592,4412,True
2019-06-03 09:02:49.917675621+02:00,616,4509,False
2019-06-03 09:02:50.334583793+02:00,570,4497,True
2019-06-03 09:02:50.438737504+02:00,587,4422,True
2019-06-03 09:02:50.907972640+02:00,607,4365,True
2019-06-03 09:02:50.975657737+02:00,610,4734,False
2019-06-03 09:02:51.032781510+02:00,577,4546,True
2019-06-03 09:02:51.257641955+02:00,615,4438,True
2019-06-03 09:02:51.259533772+02:00,602,4399,True
2019-06-03 09:02:51.314740894+02:00,600,4605,False
2019-06-03 09:02:51.349270385+02:00,576,5478,False
2019-06-03 09:02:51.564414101+02:00,608,4366,True
2019-06-03 09:02:51.778653647+02:00,569,4371,True
2019-06-03 09:02:51.962085152+02:00,578,4422,True
2019-06-03 09:02:51.997658039+02:00,615,4373,True
2019-06-03 09:02:52.179741787+02:00,589,4733,False
2019-06-03 09:02:52.244582088+02:00,584,4418,True
2019-06-03 09:02:52.473047881+02:00,567,4430,True
2019-06-03 09:02:52.521969960+02:00,558,4402,True
2019-06-03 09:02:52.530541951+02:00,591,4381,True
2019-06-03 09:02:52.587543056+02:00,582,4514,True
2019-06-03 09:02:52.709644173+02:00,601,4344,True
2019-06-03 09:02:52.893580469+02:00,645,5085,False
2019-06-03 09:02:52.902708372+02:00,602,4500,True
2019-06-03 09:02:53.112981558+02:00,571,4464,True
2019-06-03 09:02:53.380298896+02:00,596,4780,True
2019-06-03 09:02:53.513687628+02:00,621,4517,False
2019-06-03 09:02:53.774416802+02:00,627,4619,False
2019-06-03 09:02:53.836978053+02:00,591,4405,True
2019-06-03 09:02:53.878150976+02:00,643,4927,False
2019-06-03 09:02:54.050647961+02:00,598,4435,True
2019-06-03 09:02:54.081947493+02:00,592,4884,False
2019-06-03 09:02:54.301574903+02:00,633,4360,True
2019-06-03 09:02:54.570732519+02:00,582,4382,True
2019-06-03 09:02:54.646687710+02:00,600,4431,True
2019-06-03 09:02:54.652946390+02:00,614,4462,True
2019-06-03 09:02:54.998451461+02:00,605,4370,True
2019-06-03 09:02:55.081674735+02:00,622,5636,False
2019-06-03 09:02:55.135775362+02:00,591,4606,False
2019-06-03 09:02:55.352976380+02:00,632,4468,True
2019-06-03 09:02:55.532393951+02:00,627,4560,True
2019-06-03 09:02:55.710276023+02:00,625,4454,True
2019-06-03 09:02:55.940441352+02:00,583,4355,True
2019-06-03 09:02:56.121059601+02:00,579,4394,True
2019-06-03 09:02:56.432781591+02:00,618,4341,True
2019-06-03 09:02:56.505014890+02:00,561,4396,True
2019-06-03 09:02:56.518591778+02:00,639,4472,True
2019-06-03 09:02:56.542886664+02:00,613,4537,False
2019-06-03 09:02:56.592192110+02:00,574,4319,True
2019-06-03 09:02:56.627033478+02:00,622,4631,True
2019-06-03 09:02:56.775005793+02:00,614,4330,True
2019-06-03 09:02:57.137510942+02:00,611,4380,True
2019-06-03 09:02:57.180851344+02:00,593,4569,False
2019-06-03 09:02:57.187566316+02:00,578,4355,True
2019-06-03 09:02:57.193478279+02:00,572,4410,True
2019-06-03 09:02:57.218473298+02:00,559,4413,True
2019-06-03 09:02:57.239274006+02:00,590,4424,True
2019-06-03 09:02:57.370616854+02:00,600,4450,True
2019-06-03 09:02:57.439858979+02:00,591,4479,True
2019-06-03 09:02:57.583370650+02:00,604,4495,True
2019-06-03 09:02:57.683042462+02:00,609,4666,False
2019-06-03 09:02:57.999631042+02:00,587,4380,True
2019-06-03 09:02:58.076220042+02:00,604,4389,True
2019-06-03 09:02:58.133567134+02:00,633,4381,True
2019-06-03 09:02:58.168949912+02:00,589,4384,True
2019-06-03 09:02:58.306957807+02:00,619,4457,True
2019-06-03 09:02:58.338607703+02:00,576,4319,True
2019-06-03 09:02:58.339506503+02:00,648,4380,True
2019-06-03 09:02:58.397315229+02:00,581,4933,False
2019-06-03 09:02:58.446785554+02:00,564,4499,True
2019-06-03 09:02:58.492523745+02:00,567,4518,True
2019-06-03 09:02:58.597244915+02:00,618,4412,True
2019-06-03 09:02:58.751653536+02:00,595,4409,True
2019-06-03 09:02:58.824350570+02:00,643,4405,True
2019-06-03 09:02:58.861067132+02:00,602,4383,True
2019-06-03 09:02:59.073115540+02:00,582,4392,True
2019-06-03 09:02:59.210563871+02:00,603,4473,True
2019-06-03 09:02:59.382841585+02:00,550,4405,True
2019-06-03 09:02:59.389886719+02:00,606,4492,True
2019-06-03 09:02:59.572034567+02:00,596,5027,False
2019-06-03 09:02:59.646570633+02:00,627,4822,False
2019-06-03 09:02:59.778149572+02:00,574,4538,True
2019-06-03 09:02:59.792457094+02:00,578,4403,True
2019-06-03 09:02:59.853352433+02:00,598,4322,True
2019-06-03 09:03:00.149188891+02:00,609,4446,True
2019-06-03 09:03:00.286124083+02:00,609,4467,True
2019-06-03 09:03:00.294378962+02:00,603,4464,True
2019-06-03 09:03:00.295798292+02:00,611,4390,True
2019-06-03 09:03:00.315890981+02:00,563,4431,True
2019-06-03 09:03:00.529702374+02:00,583,4572,False
2019-06-03 09:03:00.963595723+02:00,581,4372,True
2019-06-03 09:03:01.320849696+02:00,618,4241,True
2019-06-03 09:03:01.401693104+02:00,600,4421,True
2019-06-03 09:03:01.436074787+02:00,624,4417,True
2019-06-03 09:03:01.508835443+02:00,626,4692,True
2019-06-03 09:03:01.541472257+02:00,615,4424,True
2019-06-03 09:03:01.618031065+02:00,591,4486,True
2019-06-03 09:03:01.662163254+02:00,586,4564,True
2019-06-03 09:03:01.821670985+02:00,570,4451,True
2019-06-03 09:03:01.972165445+02:00,600,4365,True
2019-06-03 09:03:01.988977663+02:00,628,4310,True
2019-06-03 09:03:02.008371264+02:00,574,4469,True
2019-06-03 09:03:02.175660256+02:00,570,4685,True
2019-06-03 09:03:02.235127576+02:00,604,4565,True
2019-06-03 09:03:02.284222095+02:00,606,4367,True
2019-06-03 09:03:02.381568847+02:00,621,6741,True
2019-06-03 09:03:02.388299193+02:00,604,4465,True
2019-06-03 09:03:02.547055475+02:00,605,4432,True
2019-06-03 09:03:02.627961861+02:00,612,4375,True
2019-06-03 09:03:02.657275682+02:00,582,4623,True
2019-06-03 09:03:02.726555646+02:00,607,4491,True
2019-06-03 09:03:02.812131970+02:00,589,4424,True
2019-06-03 09:03:02.951131439+02:00,594,4507,True
2019-06-03 09:03:03.155346229+02:00,589,4426,True
2019-06-03 09:03:03.310515998+02:00,559,4393,True
2019-06-03 09:03:03.509636272+02:00,567,4405,True
2019-06-03 09:03:03.640804142+02:00,558,4416,True
2019-06-03 09:03:03.721172507+02:00,604,4839,True
2019-06-03 09:03:03.726237868+02:00,616,4375,True
2019-06-03 09:03:03.801986448+02:00,578,4524,True
2019-06-03 09:03:03.821504283+02:00,580,4364,True
2019-06-03 09:03:03.958417356+02:00,603,4389,True
2019-06-03 09:03:04.028532341+02:00,570,4436,True
2019-06-03 09:03:04.166702572+02:00,566,4326,True
2019-06-03 09:03:04.411910467+02:00,605,4404,True
2019-06-03 09:03:04.500882264+02:00,603,4393,True
2019-06-03 09:03:04.582323432+02:00,609,4473,True
2019-06-03 09:03:04.707977281+02:00,625,4388,True
2019-06-03 09:03:04.914591388+02:00,589,4448,True
2019-06-03 09:03:04.991258294+02:00,606,4444,True
2019-06-03 09:03:05.096365526+02:00,584,4406,True
2019-06-03 09:03:05.254409919+02:00,556,4445,True
2019-06-03 09:03:05.386176294+02:00,581,4474,True
2019-06-03 09:03:05.424312345+02:00,595,4391,True
2019-06-03 09:03:05.564874928+02:00,591,4446,True
2019-06-03 09:03:05.610523610+02:00,578,4467,True
2019-06-03 09:03:05.753136305+02:00,605,5459,False
2019-06-03 09:03:06.044224325+02:00,597,4379,True
2019-06-03 09:03:06.048397597+02:00,616,4794,False
2019-06-03 09:03:06.066577325+02:00,599,4443,True
2019-06-03 09:03:06.085867603+02:00,579,4497,True
2019-06-03 09:03:06.104573968+02:00,601,5261,False
2019-06-03 09:03:06.514759901+02:00,640,4560,False
2019-06-03 09:03:06.566460231+02:00,619,4351,True
2019-06-03 09:03:06.688974587+02:00,632,4369,True
2019-06-03 09:03:06.694503634+02:00,625,4534,False
2019-06-03 09:03:06.721419817+02:00,600,4343,True
2019-06-03 09:03:07.335199437+02:00,626,4866,False
2019-06-03 09:03:07.396188463+02:00,647,4478,False
2019-06-03 09:03:07.901264184+02:00,564,4922,False
2019-06-03 09:03:08.066852403+02:00,571,4446,True
2019-06-03 09:03:08.132653618+02:00,604,4475,True
2019-06-03 09:03:08.280994715+02:00,607,4533,True
2019-06-03 09:03:08.294145026+02:00,631,4487,True
2019-06-03 09:03:08.452795027+02:00,610,4819,False
2019-06-03 09:03:08.587594925+02:00,601,4400,True
2019-06-03 09:03:08.750225372+02:00,584,4443,True
2019-06-03 09:03:08.820426086+02:00,571,4426,True
2019-06-03 09:03:08.936305191+02:00,586,5426,False
2019-06-03 09:03:08.947625998+02:00,619,4571,False
2019-06-03 09:03:08.950745403+02:00,600,4616,False
2019-06-03 09:03:09.012223448+02:00,586,4433,True
2019-06-03 09:03:09.215269325+02:00,623,5168,False
2019-06-03 09:03:09.394145487+02:00,623,5093,False
2019-06-03 09:03:09.402017546+02:00,640,5687,False
2019-06-03 09:03:09.930809721+02:00,555,4409,True
2019-06-03 09:03:10.120626594+02:00,587,4543,False
2019-06-03 09:03:10.204365867+02:00,580,4457,True
2019-06-03 09:03:10.425117926+02:00,582,4509,True
2019-06-03 09:03:10.604719765+02:00,584,4426,True
2019-06-03 09:03:10.608718058+02:00,619,4442,True
2019-06-03 09:03:10.723536018+02:00,578,4336,True
2019-06-03 09:03:11.057140297+02:00,595,4316,True
2019-06-03 09:03:11.270051698+02:00,620,4411,True
2019-06-03 09:03:11.482626516+02:00,603,4389,True
2019-06-03 09:03:11.594135389+02:00,633,4463,True
2019-06-03 09:03:11.631368520+02:00,596,4376,True
2019-06-03 09:03:11.656828409+02:00,607,4452,True
2019-06-03 09:03:11.696913082+02:00,639,4524,True
2019-06-03 09:03:11.819075962+02:00,585,4450,True
2019-06-03 09:03:11.992326166+02:00,571,4586,False
2019-06-03 09:03:11.993658656+02:00,610,4479,True
2019-06-03 09:03:12.081784524+02:00,601,4477,True
2019-06-03 09:03:12.106899846+02:00,611,4483,True
2019-06-03 09:03:12.271126885+02:00,610,4485,True
2019-06-03 09:03:12.304127184+02:00,593,4692,False
2019-06-03 09:03:12.322268085+02:00,579,4527,False
2019-06-03 09:03:12.502889721+02:00,578,4386,True
2019-06-03 09:03:12.974742777+02:00,619,4428,True
2019-06-03 09:03:13.064168638+02:00,611,4331,True
2019-06-03 09:03:13.097404051+02:00,621,4431,True
2019-06-03 09:03:13.191645484+02:00,620,4383,True
2019-06-03 09:03:13.222422838+02:00,600,4474,True
2019-06-03 09:03:13.300511856+02:00,618,4577,False
2019-06-03 09:03:13.308837746+02:00,619,4443,True
2019-06-03 09:03:13.437825484+02:00,624,5108,False
2019-06-03 09:03:13.467340777+02:00,582,4338,True
2019-06-03 09:03:13.550078159+02:00,562,4329,True
2019-06-03 09:03:13.597732980+02:00,614,4427,True
2019-06-03 09:03:13.610772228+02:00,602,4532,False
2019-06-03 09:03:13.756516385+02:00,636,5421,False
2019-06-03 09:03:13.793534349+02:00,562,4602,True
2019-06-03 09:03:13.947640276+02:00,568,4519,True
2019-06-03 09:03:13.996071276+02:00,609,4456,True
2019-06-03 09:03:14.000346479+02:00,598,4403,True
2019-06-03 09:03:14.010777149+02:00,591,4466,True
2019-06-03 09:03:14.210166423+02:00,633,4422,True
2019-06-03 09:03:14.228823476+02:00,588,4356,True
2019-06-03 09:03:14.480950406+02:00,605,4584,False
2019-06-03 09:03:14.491743108+02:00,611,5731,False
2019-06-03 09:03:14.495188224+02:00,636,4315,True
2019-06-03 09:03:14.662123265+02:00,631,4346,True
2019-06-03 09:03:14.885289407+02:00,555,4389,True
2019-06-03 09:03:15.156262316+02:00,550,4475,True
2019-06-03 09:03:15.389673807+02:00,638,4401,True
2019-06-03 09:03:15.481629780+02:00,597,4372,True
2019-06-03 09:03:15.521437370+02:00,629,4340,True
2019-06-03 09:03:15.583817806+02:00,577,4606,False
2019-06-03 09:03:15.600496519+02:00,610,4473,True
2019-06-03 09:03:15.601520066+02:00,579,4444,True
2019-06-03 09:03:15.663110062+02:00,552,4441,True
2019-06-03 09:03:15.681031005+02:00,622,4380,True
2019-06-03 09:03:15.773797866+02:00,586,4633,True
2019-06-03 09:03:15.871513046+02:00,604,4523,False
2019-06-03 09:03:15.976846014+02:00,628,4554,True
2019-06-03 09:03:16.023484669+02:00,646,4501,True
2019-06-03 09:03:16.122652212+02:00,591,5427,True
2019-06-03 09:03:16.160153160+02:00,644,4348,True
2019-06-03 09:03:16.264653084+02:00,601,4482,True
2019-06-03 09:03:16.284941131+02:00,618,4422,True
2019-06-03 09:03:16.350600055+02:00,597,4873,False
2019-06-03 09:03:16.377180519+02:00,589,4573,True
2019-06-03 09:03:16.442562420+02:00,607,4502,False
